id,date,confirmed,cured,died,curConfirm,curConfirmRelative
1,2021-09-25,231959902,208583265,4748288,18628349,525340
2,2021-09-26,232335316,208956612,4754016,18624688,375414
3,2021-09-27,232644003,209287410,4758758,18597835,308687
4,2021-09-28,233169189,209945311,4767466,18456412,525186
5,2021-09-29,233608143,210450957,4776369,18380817,438954
6,2021-09-30,234152621,210967688,4785777,18399156,544478
7,2021-10-01,234613162,211419240,4795093,18398829,460541
8,2021-10-02,235111012,211890873,4802850,18417289,497850
9,2021-10-03,235444713,212310279,4808162,18326272,333701
10,2021-10-04,235728431,212645939,4812754,18269738,283718
11,2021-10-05,236224989,213309855,4820332,18094802,496558
12,2021-10-06,236655808,213777248,4828936,18049624,430819
13,2021-10-07,237173979,214307093,4838458,18028428,518171
14,2021-10-08,237619406,214686009,4847078,18086319,445427
15,2021-10-09,238057721,215202180,4854701,18000840,438315
16,2021-10-10,238391196,215545197,4859597,17986402,333475
17,2021-10-11,238689427,215876547,4864234,17948646,298231
18,2021-10-12,239084546,216341810,4870348,17872388,395119
19,2021-10-13,239552538,216890377,4879354,17782807,467992
20,2021-10-14,240030657,217337663,4887023,17805971,478119
21,2021-10-15,240475705,217747325,4894894,17833486,445048
22,2021-10-16,240896734,218133055,4901924,17861755,421029
23,2021-10-17,241241037,218463260,4906998,17870779,344303
24,2021-10-18,241486889,218710707,4911136,17865046,245852
25,2021-10-19,241982195,219291408,4918702,17772085,495306
26,2021-10-20,242454200,219721721,4926780,17805699,472005
27,2021-10-21,242916273,220133425,4935392,17847456,462073
28,2021-10-22,243385467,220506289,4943119,17936059,469194
29,2021-10-23,243824528,220914272,4950785,17959471,439061
30,2021-10-24,244185900,221212953,4956758,18016189,361372
31,2021-10-25,244492477,221490033,4961263,18041181,306577
32,2021-10-26,244889124,221977691,4968554,17942879,396647
33,2021-10-27,245413119,222426705,4977923,18008491,523995
34,2021-10-28,245885738,222803929,4986493,18095316,472619
35,2021-10-29,246396773,223221760,4994313,18180700,511035
36,2021-10-30,246876926,223606254,5002896,18267776,480153
37,2021-10-31,247152654,223865780,5007667,18279207,275728
38,2021-11-01,247478057,224134173,5011998,18331886,325403
39,2021-11-02,247888633,224563873,5018471,18306289,410576
40,2021-11-03,248333898,225009181,5026485,18298232,445265
41,2021-11-04,248913733,225470373,5035241,18408119,579835
42,2021-11-05,249448509,225858431,5043301,18546777,534776
43,2021-11-06,249946113,226238152,5051858,18656103,497604
44,2021-11-07,250313991,226573223,5057411,18683357,367878
45,2021-11-08,250641121,226857447,5061991,18721683,327130
46,2021-11-09,251120690,227344492,5069266,18706932,479569
47,2021-11-10,251664402,227812362,5078301,18773739,543712
48,2021-11-11,252250194,228254584,5086774,18908836,585792
49,2021-11-12,252767345,228633007,5093700,19040638,517151
50,2021-11-13,253302585,229080204,5102530,19119851,535240
51,2021-11-14,253715115,229413953,5108048,19193114,412530
52,2021-11-15,254104672,229738664,5112822,19253186,389557
53,2021-11-16,254673339,230225867,5120466,19327006,568667
54,2021-11-17,255222595,230686337,5128547,19407711,549256
55,2021-11-18,255871164,231200863,5137555,19532746,648569
56,2021-11-19,256446383,231626972,5145598,19673813,575219
57,2021-11-20,257055411,232083898,5153585,19817928,609028
58,2021-11-21,257482691,232449094,5160804,19872793,427280
59,2021-11-22,257913276,233450615,5165653,19297008,430585
60,2021-11-23,258522292,233960379,5173292,19388621,609016
